,snapshot,objective,stores,generators
517,2035-03-06 15:00:00,1.0,1.0,1.0
518,2035-03-06 18:00:00,1.0,1.0,1.0
519,2035-03-06 21:00:00,1.0,1.0,1.0
520,2035-03-07 00:00:00,1.0,1.0,1.0
521,2035-03-07 03:00:00,1.0,1.0,1.0
522,2035-03-07 06:00:00,1.0,1.0,1.0
523,2035-03-07 09:00:00,1.0,1.0,1.0
524,2035-03-07 12:00:00,1.0,1.0,1.0
525,2035-03-07 15:00:00,1.0,1.0,1.0
526,2035-03-07 18:00:00,1.0,1.0,1.0
527,2035-03-07 21:00:00,1.0,1.0,1.0
528,2035-03-08 00:00:00,1.0,1.0,1.0
529,2035-03-08 03:00:00,1.0,1.0,1.0
530,2035-03-08 06:00:00,1.0,1.0,1.0
531,2035-03-08 09:00:00,1.0,1.0,1.0
532,2035-03-08 12:00:00,1.0,1.0,1.0
533,2035-03-08 15:00:00,1.0,1.0,1.0
534,2035-03-08 18:00:00,1.0,1.0,1.0
535,2035-03-08 21:00:00,1.0,1.0,1.0
536,2035-03-09 00:00:00,1.0,1.0,1.0
537,2035-03-09 03:00:00,1.0,1.0,1.0
538,2035-03-09 06:00:00,1.0,1.0,1.0
539,2035-03-09 09:00:00,1.0,1.0,1.0
540,2035-03-09 12:00:00,1.0,1.0,1.0
541,2035-03-09 15:00:00,1.0,1.0,1.0
542,2035-03-09 18:00:00,1.0,1.0,1.0
543,2035-03-09 21:00:00,1.0,1.0,1.0
544,2035-03-10 00:00:00,1.0,1.0,1.0
545,2035-03-10 03:00:00,1.0,1.0,1.0
546,2035-03-10 06:00:00,1.0,1.0,1.0
547,2035-03-10 09:00:00,1.0,1.0,1.0
548,2035-03-10 12:00:00,1.0,1.0,1.0
549,2035-03-10 15:00:00,1.0,1.0,1.0
550,2035-03-10 18:00:00,1.0,1.0,1.0
551,2035-03-10 21:00:00,1.0,1.0,1.0
552,2035-03-11 00:00:00,1.0,1.0,1.0
553,2035-03-11 03:00:00,1.0,1.0,1.0
554,2035-03-11 06:00:00,1.0,1.0,1.0
555,2035-03-11 09:00:00,1.0,1.0,1.0
556,2035-03-11 12:00:00,1.0,1.0,1.0
557,2035-03-11 15:00:00,1.0,1.0,1.0
558,2035-03-11 18:00:00,1.0,1.0,1.0
559,2035-03-11 21:00:00,1.0,1.0,1.0
560,2035-03-12 00:00:00,1.0,1.0,1.0
561,2035-03-12 03:00:00,1.0,1.0,1.0
562,2035-03-12 06:00:00,1.0,1.0,1.0
563,2035-03-12 09:00:00,1.0,1.0,1.0
564,2035-03-12 12:00:00,1.0,1.0,1.0
565,2035-03-12 15:00:00,1.0,1.0,1.0
566,2035-03-12 18:00:00,1.0,1.0,1.0
567,2035-03-12 21:00:00,1.0,1.0,1.0
568,2035-03-13 00:00:00,1.0,1.0,1.0
569,2035-03-13 03:00:00,1.0,1.0,1.0
570,2035-03-13 06:00:00,1.0,1.0,1.0
571,2035-03-13 09:00:00,1.0,1.0,1.0
572,2035-03-13 12:00:00,1.0,1.0,1.0
573,2035-03-13 15:00:00,1.0,1.0,1.0
574,2035-03-13 18:00:00,1.0,1.0,1.0
575,2035-03-13 21:00:00,1.0,1.0,1.0
576,2035-03-14 00:00:00,1.0,1.0,1.0
577,2035-03-14 03:00:00,1.0,1.0,1.0
578,2035-03-14 06:00:00,1.0,1.0,1.0
579,2035-03-14 09:00:00,1.0,1.0,1.0
580,2035-03-14 12:00:00,1.0,1.0,1.0
581,2035-03-14 15:00:00,1.0,1.0,1.0
582,2035-03-14 18:00:00,1.0,1.0,1.0
583,2035-03-14 21:00:00,1.0,1.0,1.0
584,2035-03-15 00:00:00,1.0,1.0,1.0
585,2035-03-15 03:00:00,1.0,1.0,1.0
586,2035-03-15 06:00:00,1.0,1.0,1.0
587,2035-03-15 09:00:00,1.0,1.0,1.0
588,2035-03-15 12:00:00,1.0,1.0,1.0
589,2035-03-15 15:00:00,1.0,1.0,1.0
590,2035-03-15 18:00:00,1.0,1.0,1.0
591,2035-03-15 21:00:00,1.0,1.0,1.0
592,2035-03-16 00:00:00,1.0,1.0,1.0
593,2035-03-16 03:00:00,1.0,1.0,1.0
594,2035-03-16 06:00:00,1.0,1.0,1.0
595,2035-03-16 09:00:00,1.0,1.0,1.0
596,2035-03-16 12:00:00,1.0,1.0,1.0
597,2035-03-16 15:00:00,1.0,1.0,1.0
598,2035-03-16 18:00:00,1.0,1.0,1.0
599,2035-03-16 21:00:00,1.0,1.0,1.0
600,2035-03-17 00:00:00,1.0,1.0,1.0
601,2035-03-17 03:00:00,1.0,1.0,1.0
602,2035-03-17 06:00:00,1.0,1.0,1.0
603,2035-03-17 09:00:00,1.0,1.0,1.0
604,2035-03-17 12:00:00,1.0,1.0,1.0
605,2035-03-17 15:00:00,1.0,1.0,1.0
606,2035-03-17 18:00:00,1.0,1.0,1.0
607,2035-03-17 21:00:00,1.0,1.0,1.0
608,2035-03-18 00:00:00,1.0,1.0,1.0
609,2035-03-18 03:00:00,1.0,1.0,1.0
610,2035-03-18 06:00:00,1.0,1.0,1.0
611,2035-03-18 09:00:00,1.0,1.0,1.0
612,2035-03-18 12:00:00,1.0,1.0,1.0
613,2035-03-18 15:00:00,1.0,1.0,1.0
614,2035-03-18 18:00:00,1.0,1.0,1.0
615,2035-03-18 21:00:00,1.0,1.0,1.0
616,2035-03-19 00:00:00,1.0,1.0,1.0
617,2035-03-19 03:00:00,1.0,1.0,1.0
618,2035-03-19 06:00:00,1.0,1.0,1.0
619,2035-03-19 09:00:00,1.0,1.0,1.0
620,2035-03-19 12:00:00,1.0,1.0,1.0
621,2035-03-19 15:00:00,1.0,1.0,1.0
622,2035-03-19 18:00:00,1.0,1.0,1.0
623,2035-03-19 21:00:00,1.0,1.0,1.0
624,2035-03-20 00:00:00,1.0,1.0,1.0
625,2035-03-20 03:00:00,1.0,1.0,1.0
626,2035-03-20 06:00:00,1.0,1.0,1.0
627,2035-03-20 09:00:00,1.0,1.0,1.0
628,2035-03-20 12:00:00,1.0,1.0,1.0
629,2035-03-20 15:00:00,1.0,1.0,1.0
630,2035-03-20 18:00:00,1.0,1.0,1.0
631,2035-03-20 21:00:00,1.0,1.0,1.0
632,2035-03-21 00:00:00,1.0,1.0,1.0
633,2035-03-21 03:00:00,1.0,1.0,1.0
634,2035-03-21 06:00:00,1.0,1.0,1.0
635,2035-03-21 09:00:00,1.0,1.0,1.0
636,2035-03-21 12:00:00,1.0,1.0,1.0
637,2035-03-21 15:00:00,1.0,1.0,1.0
638,2035-03-21 18:00:00,1.0,1.0,1.0
639,2035-03-21 21:00:00,1.0,1.0,1.0
640,2035-03-22 00:00:00,1.0,1.0,1.0
641,2035-03-22 03:00:00,1.0,1.0,1.0
642,2035-03-22 06:00:00,1.0,1.0,1.0
643,2035-03-22 09:00:00,1.0,1.0,1.0
644,2035-03-22 12:00:00,1.0,1.0,1.0
645,2035-03-22 15:00:00,1.0,1.0,1.0
646,2035-03-22 18:00:00,1.0,1.0,1.0
647,2035-03-22 21:00:00,1.0,1.0,1.0
648,2035-03-23 00:00:00,1.0,1.0,1.0
649,2035-03-23 03:00:00,1.0,1.0,1.0
650,2035-03-23 06:00:00,1.0,1.0,1.0
651,2035-03-23 09:00:00,1.0,1.0,1.0
652,2035-03-23 12:00:00,1.0,1.0,1.0
653,2035-03-23 15:00:00,1.0,1.0,1.0
654,2035-03-23 18:00:00,1.0,1.0,1.0
655,2035-03-23 21:00:00,1.0,1.0,1.0
656,2035-03-24 00:00:00,1.0,1.0,1.0
657,2035-03-24 03:00:00,1.0,1.0,1.0
658,2035-03-24 06:00:00,1.0,1.0,1.0
659,2035-03-24 09:00:00,1.0,1.0,1.0
660,2035-03-24 12:00:00,1.0,1.0,1.0
661,2035-03-24 15:00:00,1.0,1.0,1.0
662,2035-03-24 18:00:00,1.0,1.0,1.0
663,2035-03-24 21:00:00,1.0,1.0,1.0
664,2035-03-25 00:00:00,1.0,1.0,1.0
665,2035-03-25 03:00:00,1.0,1.0,1.0
666,2035-03-25 06:00:00,1.0,1.0,1.0
667,2035-03-25 09:00:00,1.0,1.0,1.0
668,2035-03-25 12:00:00,1.0,1.0,1.0
669,2035-03-25 15:00:00,1.0,1.0,1.0
670,2035-03-25 18:00:00,1.0,1.0,1.0
671,2035-03-25 21:00:00,1.0,1.0,1.0
672,2035-03-26 00:00:00,1.0,1.0,1.0
673,2035-03-26 03:00:00,1.0,1.0,1.0
674,2035-03-26 06:00:00,1.0,1.0,1.0
675,2035-03-26 09:00:00,1.0,1.0,1.0
676,2035-03-26 12:00:00,1.0,1.0,1.0
677,2035-03-26 15:00:00,1.0,1.0,1.0
678,2035-03-26 18:00:00,1.0,1.0,1.0
679,2035-03-26 21:00:00,1.0,1.0,1.0
680,2035-03-27 00:00:00,1.0,1.0,1.0
681,2035-03-27 03:00:00,1.0,1.0,1.0
682,2035-03-27 06:00:00,1.0,1.0,1.0
683,2035-03-27 09:00:00,1.0,1.0,1.0
684,2035-03-27 12:00:00,1.0,1.0,1.0
685,2035-03-27 15:00:00,1.0,1.0,1.0
686,2035-03-27 18:00:00,1.0,1.0,1.0
687,2035-03-27 21:00:00,1.0,1.0,1.0
688,2035-03-28 00:00:00,1.0,1.0,1.0
689,2035-03-28 03:00:00,1.0,1.0,1.0
690,2035-03-28 06:00:00,1.0,1.0,1.0
691,2035-03-28 09:00:00,1.0,1.0,1.0
692,2035-03-28 12:00:00,1.0,1.0,1.0
693,2035-03-28 15:00:00,1.0,1.0,1.0
694,2035-03-28 18:00:00,1.0,1.0,1.0
695,2035-03-28 21:00:00,1.0,1.0,1.0
696,2035-03-29 00:00:00,1.0,1.0,1.0
697,2035-03-29 03:00:00,1.0,1.0,1.0
698,2035-03-29 06:00:00,1.0,1.0,1.0
699,2035-03-29 09:00:00,1.0,1.0,1.0
700,2035-03-29 12:00:00,1.0,1.0,1.0
701,2035-03-29 15:00:00,1.0,1.0,1.0
702,2035-03-29 18:00:00,1.0,1.0,1.0
703,2035-03-29 21:00:00,1.0,1.0,1.0
704,2035-03-30 00:00:00,1.0,1.0,1.0
705,2035-03-30 03:00:00,1.0,1.0,1.0
706,2035-03-30 06:00:00,1.0,1.0,1.0
707,2035-03-30 09:00:00,1.0,1.0,1.0
708,2035-03-30 12:00:00,1.0,1.0,1.0
709,2035-03-30 15:00:00,1.0,1.0,1.0
710,2035-03-30 18:00:00,1.0,1.0,1.0
711,2035-03-30 21:00:00,1.0,1.0,1.0
712,2035-03-31 00:00:00,1.0,1.0,1.0
713,2035-03-31 03:00:00,1.0,1.0,1.0
714,2035-03-31 06:00:00,1.0,1.0,1.0
715,2035-03-31 09:00:00,1.0,1.0,1.0
716,2035-03-31 12:00:00,1.0,1.0,1.0
717,2035-03-31 15:00:00,1.0,1.0,1.0
718,2035-03-31 18:00:00,1.0,1.0,1.0
719,2035-03-31 21:00:00,1.0,1.0,1.0
720,2035-04-01 00:00:00,1.0,1.0,1.0
721,2035-04-01 03:00:00,1.0,1.0,1.0
722,2035-04-01 06:00:00,1.0,1.0,1.0
723,2035-04-01 09:00:00,1.0,1.0,1.0
724,2035-04-01 12:00:00,1.0,1.0,1.0
725,2035-04-01 15:00:00,1.0,1.0,1.0
726,2035-04-01 18:00:00,1.0,1.0,1.0
727,2035-04-01 21:00:00,1.0,1.0,1.0
728,2035-04-02 00:00:00,1.0,1.0,1.0
729,2035-04-02 03:00:00,1.0,1.0,1.0
730,2035-04-02 06:00:00,1.0,1.0,1.0
731,2035-04-02 09:00:00,1.0,1.0,1.0
732,2035-04-02 12:00:00,1.0,1.0,1.0
733,2035-04-02 15:00:00,1.0,1.0,1.0
734,2035-04-02 18:00:00,1.0,1.0,1.0
735,2035-04-02 21:00:00,1.0,1.0,1.0
736,2035-04-03 00:00:00,1.0,1.0,1.0
737,2035-04-03 03:00:00,1.0,1.0,1.0
738,2035-04-03 06:00:00,1.0,1.0,1.0
739,2035-04-03 09:00:00,1.0,1.0,1.0
740,2035-04-03 12:00:00,1.0,1.0,1.0
741,2035-04-03 15:00:00,1.0,1.0,1.0
742,2035-04-03 18:00:00,1.0,1.0,1.0
743,2035-04-03 21:00:00,1.0,1.0,1.0
744,2035-04-04 00:00:00,1.0,1.0,1.0
745,2035-04-04 03:00:00,1.0,1.0,1.0
746,2035-04-04 06:00:00,1.0,1.0,1.0
747,2035-04-04 09:00:00,1.0,1.0,1.0
748,2035-04-04 12:00:00,1.0,1.0,1.0
749,2035-04-04 15:00:00,1.0,1.0,1.0
750,2035-04-04 18:00:00,1.0,1.0,1.0
751,2035-04-04 21:00:00,1.0,1.0,1.0
752,2035-04-05 00:00:00,1.0,1.0,1.0
753,2035-04-05 03:00:00,1.0,1.0,1.0
754,2035-04-05 06:00:00,1.0,1.0,1.0
755,2035-04-05 09:00:00,1.0,1.0,1.0
756,2035-04-05 12:00:00,1.0,1.0,1.0
757,2035-04-05 15:00:00,1.0,1.0,1.0
758,2035-04-05 18:00:00,1.0,1.0,1.0
759,2035-04-05 21:00:00,1.0,1.0,1.0
760,2035-04-06 00:00:00,1.0,1.0,1.0
761,2035-04-06 03:00:00,1.0,1.0,1.0
762,2035-04-06 06:00:00,1.0,1.0,1.0
763,2035-04-06 09:00:00,1.0,1.0,1.0
764,2035-04-06 12:00:00,1.0,1.0,1.0
765,2035-04-06 15:00:00,1.0,1.0,1.0
766,2035-04-06 18:00:00,1.0,1.0,1.0
767,2035-04-06 21:00:00,1.0,1.0,1.0
768,2035-04-07 00:00:00,1.0,1.0,1.0
769,2035-04-07 03:00:00,1.0,1.0,1.0
770,2035-04-07 06:00:00,1.0,1.0,1.0
771,2035-04-07 09:00:00,1.0,1.0,1.0
772,2035-04-07 12:00:00,1.0,1.0,1.0
773,2035-04-07 15:00:00,1.0,1.0,1.0
774,2035-04-07 18:00:00,1.0,1.0,1.0
775,2035-04-07 21:00:00,1.0,1.0,1.0
776,2035-04-08 00:00:00,1.0,1.0,1.0
777,2035-04-08 03:00:00,1.0,1.0,1.0
778,2035-04-08 06:00:00,1.0,1.0,1.0
779,2035-04-08 09:00:00,1.0,1.0,1.0
780,2035-04-08 12:00:00,1.0,1.0,1.0
781,2035-04-08 15:00:00,1.0,1.0,1.0
782,2035-04-08 18:00:00,1.0,1.0,1.0
783,2035-04-08 21:00:00,1.0,1.0,1.0
784,2035-04-09 00:00:00,1.0,1.0,1.0
785,2035-04-09 03:00:00,1.0,1.0,1.0
786,2035-04-09 06:00:00,1.0,1.0,1.0
787,2035-04-09 09:00:00,1.0,1.0,1.0
788,2035-04-09 12:00:00,1.0,1.0,1.0
789,2035-04-09 15:00:00,1.0,1.0,1.0
790,2035-04-09 18:00:00,1.0,1.0,1.0
791,2035-04-09 21:00:00,1.0,1.0,1.0
792,2035-04-10 00:00:00,1.0,1.0,1.0
793,2035-04-10 03:00:00,1.0,1.0,1.0
794,2035-04-10 06:00:00,1.0,1.0,1.0
795,2035-04-10 09:00:00,1.0,1.0,1.0
796,2035-04-10 12:00:00,1.0,1.0,1.0
797,2035-04-10 15:00:00,1.0,1.0,1.0
798,2035-04-10 18:00:00,1.0,1.0,1.0
799,2035-04-10 21:00:00,1.0,1.0,1.0
800,2035-04-11 00:00:00,1.0,1.0,1.0
801,2035-04-11 03:00:00,1.0,1.0,1.0
802,2035-04-11 06:00:00,1.0,1.0,1.0
803,2035-04-11 09:00:00,1.0,1.0,1.0
804,2035-04-11 12:00:00,1.0,1.0,1.0
805,2035-04-11 15:00:00,1.0,1.0,1.0
806,2035-04-11 18:00:00,1.0,1.0,1.0
807,2035-04-11 21:00:00,1.0,1.0,1.0
808,2035-04-12 00:00:00,1.0,1.0,1.0
809,2035-04-12 03:00:00,1.0,1.0,1.0
810,2035-04-12 06:00:00,1.0,1.0,1.0
811,2035-04-12 09:00:00,1.0,1.0,1.0
812,2035-04-12 12:00:00,1.0,1.0,1.0
813,2035-04-12 15:00:00,1.0,1.0,1.0
814,2035-04-12 18:00:00,1.0,1.0,1.0
815,2035-04-12 21:00:00,1.0,1.0,1.0
816,2035-04-13 00:00:00,1.0,1.0,1.0
817,2035-04-13 03:00:00,1.0,1.0,1.0
818,2035-04-13 06:00:00,1.0,1.0,1.0
819,2035-04-13 09:00:00,1.0,1.0,1.0
820,2035-04-13 12:00:00,1.0,1.0,1.0
821,2035-04-13 15:00:00,1.0,1.0,1.0
822,2035-04-13 18:00:00,1.0,1.0,1.0
823,2035-04-13 21:00:00,1.0,1.0,1.0
824,2035-04-14 00:00:00,1.0,1.0,1.0
825,2035-04-14 03:00:00,1.0,1.0,1.0
826,2035-04-14 06:00:00,1.0,1.0,1.0
827,2035-04-14 09:00:00,1.0,1.0,1.0
828,2035-04-14 12:00:00,1.0,1.0,1.0
829,2035-04-14 15:00:00,1.0,1.0,1.0
830,2035-04-14 18:00:00,1.0,1.0,1.0
831,2035-04-14 21:00:00,1.0,1.0,1.0
832,2035-04-15 00:00:00,1.0,1.0,1.0
833,2035-04-15 03:00:00,1.0,1.0,1.0
834,2035-04-15 06:00:00,1.0,1.0,1.0
835,2035-04-15 09:00:00,1.0,1.0,1.0
836,2035-04-15 12:00:00,1.0,1.0,1.0
837,2035-04-15 15:00:00,1.0,1.0,1.0
838,2035-04-15 18:00:00,1.0,1.0,1.0
839,2035-04-15 21:00:00,1.0,1.0,1.0
840,2035-04-16 00:00:00,1.0,1.0,1.0
841,2035-04-16 03:00:00,1.0,1.0,1.0
842,2035-04-16 06:00:00,1.0,1.0,1.0
843,2035-04-16 09:00:00,1.0,1.0,1.0
844,2035-04-16 12:00:00,1.0,1.0,1.0
845,2035-04-16 15:00:00,1.0,1.0,1.0
846,2035-04-16 18:00:00,1.0,1.0,1.0
847,2035-04-16 21:00:00,1.0,1.0,1.0
848,2035-04-17 00:00:00,1.0,1.0,1.0
849,2035-04-17 03:00:00,1.0,1.0,1.0
850,2035-04-17 06:00:00,1.0,1.0,1.0
851,2035-04-17 09:00:00,1.0,1.0,1.0
852,2035-04-17 12:00:00,1.0,1.0,1.0
853,2035-04-17 15:00:00,1.0,1.0,1.0
854,2035-04-17 18:00:00,1.0,1.0,1.0
855,2035-04-17 21:00:00,1.0,1.0,1.0
856,2035-04-18 00:00:00,1.0,1.0,1.0
857,2035-04-18 03:00:00,1.0,1.0,1.0
858,2035-04-18 06:00:00,1.0,1.0,1.0
859,2035-04-18 09:00:00,1.0,1.0,1.0
860,2035-04-18 12:00:00,1.0,1.0,1.0
861,2035-04-18 15:00:00,1.0,1.0,1.0
862,2035-04-18 18:00:00,1.0,1.0,1.0
863,2035-04-18 21:00:00,1.0,1.0,1.0
864,2035-04-19 00:00:00,1.0,1.0,1.0
865,2035-04-19 03:00:00,1.0,1.0,1.0
866,2035-04-19 06:00:00,1.0,1.0,1.0
867,2035-04-19 09:00:00,1.0,1.0,1.0
868,2035-04-19 12:00:00,1.0,1.0,1.0
869,2035-04-19 15:00:00,1.0,1.0,1.0
870,2035-04-19 18:00:00,1.0,1.0,1.0
871,2035-04-19 21:00:00,1.0,1.0,1.0
872,2035-04-20 00:00:00,1.0,1.0,1.0
873,2035-04-20 03:00:00,1.0,1.0,1.0
874,2035-04-20 06:00:00,1.0,1.0,1.0
875,2035-04-20 09:00:00,1.0,1.0,1.0
876,2035-04-20 12:00:00,1.0,1.0,1.0
877,2035-04-20 15:00:00,1.0,1.0,1.0
878,2035-04-20 18:00:00,1.0,1.0,1.0
879,2035-04-20 21:00:00,1.0,1.0,1.0
880,2035-04-21 00:00:00,1.0,1.0,1.0
881,2035-04-21 03:00:00,1.0,1.0,1.0
882,2035-04-21 06:00:00,1.0,1.0,1.0
883,2035-04-21 09:00:00,1.0,1.0,1.0
884,2035-04-21 12:00:00,1.0,1.0,1.0
885,2035-04-21 15:00:00,1.0,1.0,1.0
886,2035-04-21 18:00:00,1.0,1.0,1.0
887,2035-04-21 21:00:00,1.0,1.0,1.0
888,2035-04-22 00:00:00,1.0,1.0,1.0
889,2035-04-22 03:00:00,1.0,1.0,1.0
890,2035-04-22 06:00:00,1.0,1.0,1.0
891,2035-04-22 09:00:00,1.0,1.0,1.0
892,2035-04-22 12:00:00,1.0,1.0,1.0
893,2035-04-22 15:00:00,1.0,1.0,1.0
894,2035-04-22 18:00:00,1.0,1.0,1.0
895,2035-04-22 21:00:00,1.0,1.0,1.0
896,2035-04-23 00:00:00,1.0,1.0,1.0
897,2035-04-23 03:00:00,1.0,1.0,1.0
898,2035-04-23 06:00:00,1.0,1.0,1.0
899,2035-04-23 09:00:00,1.0,1.0,1.0
900,2035-04-23 12:00:00,1.0,1.0,1.0
901,2035-04-23 15:00:00,1.0,1.0,1.0
902,2035-04-23 18:00:00,1.0,1.0,1.0
903,2035-04-23 21:00:00,1.0,1.0,1.0
904,2035-04-24 00:00:00,1.0,1.0,1.0
905,2035-04-24 03:00:00,1.0,1.0,1.0
906,2035-04-24 06:00:00,1.0,1.0,1.0
907,2035-04-24 09:00:00,1.0,1.0,1.0
908,2035-04-24 12:00:00,1.0,1.0,1.0
909,2035-04-24 15:00:00,1.0,1.0,1.0
910,2035-04-24 18:00:00,1.0,1.0,1.0
911,2035-04-24 21:00:00,1.0,1.0,1.0
912,2035-04-25 00:00:00,1.0,1.0,1.0
913,2035-04-25 03:00:00,1.0,1.0,1.0
914,2035-04-25 06:00:00,1.0,1.0,1.0
915,2035-04-25 09:00:00,1.0,1.0,1.0
916,2035-04-25 12:00:00,1.0,1.0,1.0
917,2035-04-25 15:00:00,1.0,1.0,1.0
918,2035-04-25 18:00:00,1.0,1.0,1.0
919,2035-04-25 21:00:00,1.0,1.0,1.0
920,2035-04-26 00:00:00,1.0,1.0,1.0
921,2035-04-26 03:00:00,1.0,1.0,1.0
922,2035-04-26 06:00:00,1.0,1.0,1.0
923,2035-04-26 09:00:00,1.0,1.0,1.0
924,2035-04-26 12:00:00,1.0,1.0,1.0
925,2035-04-26 15:00:00,1.0,1.0,1.0
926,2035-04-26 18:00:00,1.0,1.0,1.0
927,2035-04-26 21:00:00,1.0,1.0,1.0
928,2035-04-27 00:00:00,1.0,1.0,1.0
929,2035-04-27 03:00:00,1.0,1.0,1.0
930,2035-04-27 06:00:00,1.0,1.0,1.0
931,2035-04-27 09:00:00,1.0,1.0,1.0
932,2035-04-27 12:00:00,1.0,1.0,1.0
933,2035-04-27 15:00:00,1.0,1.0,1.0
934,2035-04-27 18:00:00,1.0,1.0,1.0
935,2035-04-27 21:00:00,1.0,1.0,1.0
936,2035-04-28 00:00:00,1.0,1.0,1.0
937,2035-04-28 03:00:00,1.0,1.0,1.0
938,2035-04-28 06:00:00,1.0,1.0,1.0
939,2035-04-28 09:00:00,1.0,1.0,1.0
940,2035-04-28 12:00:00,1.0,1.0,1.0
941,2035-04-28 15:00:00,1.0,1.0,1.0
942,2035-04-28 18:00:00,1.0,1.0,1.0
943,2035-04-28 21:00:00,1.0,1.0,1.0
944,2035-04-29 00:00:00,1.0,1.0,1.0
945,2035-04-29 03:00:00,1.0,1.0,1.0
946,2035-04-29 06:00:00,1.0,1.0,1.0
947,2035-04-29 09:00:00,1.0,1.0,1.0
948,2035-04-29 12:00:00,1.0,1.0,1.0
949,2035-04-29 15:00:00,1.0,1.0,1.0
950,2035-04-29 18:00:00,1.0,1.0,1.0
951,2035-04-29 21:00:00,1.0,1.0,1.0
952,2035-04-30 00:00:00,1.0,1.0,1.0
953,2035-04-30 03:00:00,1.0,1.0,1.0
954,2035-04-30 06:00:00,1.0,1.0,1.0
955,2035-04-30 09:00:00,1.0,1.0,1.0
956,2035-04-30 12:00:00,1.0,1.0,1.0
957,2035-04-30 15:00:00,1.0,1.0,1.0
958,2035-04-30 18:00:00,1.0,1.0,1.0
959,2035-04-30 21:00:00,1.0,1.0,1.0
960,2035-05-01 00:00:00,1.0,1.0,1.0
961,2035-05-01 03:00:00,1.0,1.0,1.0
962,2035-05-01 06:00:00,1.0,1.0,1.0
963,2035-05-01 09:00:00,1.0,1.0,1.0
964,2035-05-01 12:00:00,1.0,1.0,1.0
965,2035-05-01 15:00:00,1.0,1.0,1.0
966,2035-05-01 18:00:00,1.0,1.0,1.0
967,2035-05-01 21:00:00,1.0,1.0,1.0
968,2035-05-02 00:00:00,1.0,1.0,1.0
969,2035-05-02 03:00:00,1.0,1.0,1.0
970,2035-05-02 06:00:00,1.0,1.0,1.0
971,2035-05-02 09:00:00,1.0,1.0,1.0
972,2035-05-02 12:00:00,1.0,1.0,1.0
973,2035-05-02 15:00:00,1.0,1.0,1.0
974,2035-05-02 18:00:00,1.0,1.0,1.0
975,2035-05-02 21:00:00,1.0,1.0,1.0
976,2035-05-03 00:00:00,1.0,1.0,1.0
977,2035-05-03 03:00:00,1.0,1.0,1.0
978,2035-05-03 06:00:00,1.0,1.0,1.0
979,2035-05-03 09:00:00,1.0,1.0,1.0
980,2035-05-03 12:00:00,1.0,1.0,1.0
981,2035-05-03 15:00:00,1.0,1.0,1.0
982,2035-05-03 18:00:00,1.0,1.0,1.0
983,2035-05-03 21:00:00,1.0,1.0,1.0
984,2035-05-04 00:00:00,1.0,1.0,1.0
985,2035-05-04 03:00:00,1.0,1.0,1.0
986,2035-05-04 06:00:00,1.0,1.0,1.0
987,2035-05-04 09:00:00,1.0,1.0,1.0
988,2035-05-04 12:00:00,1.0,1.0,1.0
989,2035-05-04 15:00:00,1.0,1.0,1.0
990,2035-05-04 18:00:00,1.0,1.0,1.0
991,2035-05-04 21:00:00,1.0,1.0,1.0
992,2035-05-05 00:00:00,1.0,1.0,1.0
993,2035-05-05 03:00:00,1.0,1.0,1.0
994,2035-05-05 06:00:00,1.0,1.0,1.0
995,2035-05-05 09:00:00,1.0,1.0,1.0
996,2035-05-05 12:00:00,1.0,1.0,1.0
997,2035-05-05 15:00:00,1.0,1.0,1.0
998,2035-05-05 18:00:00,1.0,1.0,1.0
999,2035-05-05 21:00:00,1.0,1.0,1.0
1000,2035-05-06 00:00:00,1.0,1.0,1.0
1001,2035-05-06 03:00:00,1.0,1.0,1.0
1002,2035-05-06 06:00:00,1.0,1.0,1.0
1003,2035-05-06 09:00:00,1.0,1.0,1.0
1004,2035-05-06 12:00:00,1.0,1.0,1.0
1005,2035-05-06 15:00:00,1.0,1.0,1.0
1006,2035-05-06 18:00:00,1.0,1.0,1.0
1007,2035-05-06 21:00:00,1.0,1.0,1.0
1008,2035-05-07 00:00:00,1.0,1.0,1.0
1009,2035-05-07 03:00:00,1.0,1.0,1.0
1010,2035-05-07 06:00:00,1.0,1.0,1.0
1011,2035-05-07 09:00:00,1.0,1.0,1.0
1012,2035-05-07 12:00:00,1.0,1.0,1.0
1013,2035-05-07 15:00:00,1.0,1.0,1.0
1014,2035-05-07 18:00:00,1.0,1.0,1.0
1015,2035-05-07 21:00:00,1.0,1.0,1.0
1016,2035-05-08 00:00:00,1.0,1.0,1.0
1017,2035-05-08 03:00:00,1.0,1.0,1.0
1018,2035-05-08 06:00:00,1.0,1.0,1.0
1019,2035-05-08 09:00:00,1.0,1.0,1.0
1020,2035-05-08 12:00:00,1.0,1.0,1.0
1021,2035-05-08 15:00:00,1.0,1.0,1.0
1022,2035-05-08 18:00:00,1.0,1.0,1.0
1023,2035-05-08 21:00:00,1.0,1.0,1.0
1024,2035-05-09 00:00:00,1.0,1.0,1.0
1025,2035-05-09 03:00:00,1.0,1.0,1.0
1026,2035-05-09 06:00:00,1.0,1.0,1.0
1027,2035-05-09 09:00:00,1.0,1.0,1.0
1028,2035-05-09 12:00:00,1.0,1.0,1.0
1029,2035-05-09 15:00:00,1.0,1.0,1.0
1030,2035-05-09 18:00:00,1.0,1.0,1.0
1031,2035-05-09 21:00:00,1.0,1.0,1.0
1032,2035-05-10 00:00:00,1.0,1.0,1.0
